,0
1686,12
1687,12
1688,12
1689,12
1690,12
1691,12
1692,12
1693,12
1694,12
1695,12
1696,12
1697,12
1698,12
1699,12
1700,14
1701,14
1702,14
1703,14
1704,14
1705,14
1706,14
1707,14
1708,14
1709,14
1710,14
1711,14
1712,14
1713,14
1714,14
1715,14
1716,14
1717,14
1718,14
1719,14
1720,14
1721,14
1722,14
1723,14
1724,14
1725,14
1726,14
1727,14
1728,14
1729,14
1730,14
1731,14
1732,14
1733,14
1734,14
1735,14
1736,14
1737,14
1738,14
1739,14
1740,14
1741,14
1742,14
1743,14
1744,14
1745,14
1746,14
1747,14
1748,14
1749,14
1750,14
1751,14
1752,14
1753,14
1754,14
1755,14
1756,14
1757,14
1758,14
1759,14
1760,14
1761,14
1762,14
1763,14
1764,14
1765,14
1766,14
1767,14
1768,14
1769,14
1770,14
1771,14
1772,14
1773,14
1774,14
1775,14
1776,14
1777,14
1778,14
1779,14
1780,14
1781,14
1782,14
1783,14
1784,14
1785,14
1786,14
1787,14
1788,14
1789,14
1790,14
1791,14
1792,14
1793,14
1794,14
1795,14
1796,14
1797,14
1798,14
1799,14
1800,16
1801,16
1802,16
1803,16
1804,16
1805,16
1806,16
1807,16
1808,16
1809,16
1810,16
1811,16
1812,16
1813,16
1814,16
1815,16
1816,16
1817,16
1818,16
1819,16
1820,16
1821,16
1822,16
1823,16
1824,16
1825,16
1826,16
1827,16
1828,16
1829,16
1830,16
1831,16
1832,16
1833,16
1834,16
1835,16
1836,16
1837,16
1838,16
1839,16
1840,16
1841,16
1842,16
1843,16
1844,16
1845,16
1846,16
1847,16
1848,16
1849,16
1850,16
1851,16
1852,16
1853,16
1854,16
1855,16
1856,16
1857,16
1858,16
1859,16
1860,16
1861,16
1862,16
1863,16
1864,16
1865,16
1866,16
1867,16
1868,16
1869,16
1870,16
1871,16
1872,16
1873,16
1874,16
1875,16
1876,16
1877,16
1878,16
1879,16
1880,16
1881,16
1882,16
1883,16
1884,16
1885,16
1886,16
1887,16
1888,16
1889,16
1890,16
1891,16
1892,16
1893,16
1894,16
1895,16
1896,16
1897,16
1898,16
1899,16
1900,18
1901,18
1902,18
1903,18
1904,18
1905,18
1906,18
1907,18
1908,18
1909,18
1910,18
1911,18
1912,18
1913,18
1914,18
1915,18
1916,18
1917,18
1918,18
1919,18
1920,18
1921,18
1922,18
1923,18
1924,18
1925,18
1926,18
1927,18
1928,18
1929,18
1930,18
1931,18
1932,18
1933,18
1934,18
1935,18
1936,18
1937,18
1938,18
1939,18
1940,18
1941,18
1942,18
1943,18
1944,18
1945,18
1946,18
1947,18
1948,18
1949,18
1950,18
1951,18
1952,18
1953,18
1954,18
1955,18
1956,18
1957,18
1958,18
1959,18
1960,18
1961,18
1962,18
1963,18
1964,18
1965,18
1966,18
1967,18
1968,18
1969,18
1970,18
1971,18
1972,18
1973,18
1974,18
1975,18
1976,18
1977,18
1978,18
1979,18
1980,18
1981,18
1982,18
1983,18
1984,18
1985,18
1986,18
1987,18
1988,18
1989,18
1990,18
1991,18
1992,18
1993,18
1994,18
1995,18
1996,18
1997,18
1998,18
1999,18
